14.4844 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1920, 1200]. Using actual size
47.0087 	EXP 	fixation: autoDraw = False
47.0087 	EXP 	fixation: autoDraw = False
47.0087 	EXP 	Target: image = 'images/WinProbe.BMP'
47.0087 	EXP 	Target: autoDraw = True
47.3923 	EXP 	Target: autoDraw = False
47.3923 	EXP 	Target: autoDraw = False
47.3923 	EXP 	feedbackMsg: text = 'No win or loss'
47.3923 	EXP 	feedbackMsg: autoDraw = True
48.9282 	EXP 	New trial (rep=0, index=2): OrderedDict([('cue', 'images/LoseBig.BMP'), ('probe', 'images/LoseProbe.BMP'), ('feedbackText', 'You lost $5.00'), ('condition', 'Lose'), ('corrResp', None)])
51.7144 	EXP 	feedbackMsg: autoDraw = False
51.7144 	EXP 	feedbackMsg: autoDraw = False
51.7144 	EXP 	cueImage: image = 'images/LoseBig.BMP'
51.7144 	EXP 	cueImage: autoDraw = False
51.7144 	EXP 	fixation: autoDraw = True
55.4927 	DATA 	Keypress: escape
55.5157 	EXP 	fixation: autoDraw = False
55.5157 	EXP 	fixation: autoDraw = False
55.5157 	EXP 	Target: image = 'images/LoseProbe.BMP'
55.5157 	EXP 	Target: autoDraw = True
55.5157 	EXP 	Target: autoDraw = False
55.5157 	EXP 	Target: autoDraw = False
55.5157 	EXP 	feedbackMsg: text = 'No win or loss'
55.5157 	EXP 	feedbackMsg: autoDraw = True
57.1202 	EXP 	New trial (rep=0, index=3): OrderedDict([('cue', 'images/LoseSmall.BMP'), ('probe', 'images/LoseProbe.BMP'), ('feedbackText', 'You lost $0.20'), ('condition', 'Lose'), ('corrResp', None)])
59.4557 	EXP 	feedbackMsg: autoDraw = False
59.4557 	EXP 	feedbackMsg: autoDraw = False
59.4557 	EXP 	cueImage: image = 'images/LoseSmall.BMP'
59.4557 	EXP 	cueImage: autoDraw = False
59.4557 	EXP 	fixation: autoDraw = True
59.9575 	DATA 	Keypress: escape
60.3411 	EXP 	window1: mouseVisible = True
