14.4844 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1920, 1200]. Using actual size
16.5069 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x121b7ada0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x128e10d68>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.5070 	EXP 	window1: recordFrameIntervals = False
16.8376 	EXP 	window1: recordFrameIntervals = True
17.5515 	EXP 	window1: recordFrameIntervals = False
23.6620 	EXP 	Created instructFig = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='images/MID_instructions.bmp', interpolate=True, mask=None, maskParams=None, name='instructFig', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128, units='height', win=Window(...))
23.8610 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner trigger...', units='height', win=Window(...), wrapWidth=1)
23.8667 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128, units='height', win=Window(...))
23.8829 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='fixation', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.8867 	EXP 	Created Target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.3, 1. ]), texRes=128, units='height', win=Window(...))
23.9184 	EXP 	Created feedbackMsg = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='feedbackMsg', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
23.9221 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineWidth=1, name='polygon', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.9231 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
24.0080 	EXP 	instructFig: autoDraw = True
25.4497 	DATA 	Keypress: space
25.4908 	EXP 	instructFig: autoDraw = False
25.4908 	EXP 	text_2: autoDraw = True
28.4300 	DATA 	Keypress: space
30.4457 	EXP 	Imported MID_trials.xlsx as conditions, 5 conditions, 5 params
30.4466 	EXP 	Created sequence: random, trialTypes=5, nReps=10, seed=None
30.4474 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'images/WinBig.BMP'), ('probe', 'images/WinProbe.BMP'), ('feedbackText', 'You won $5.00'), ('condition', 'Win'), ('corrResp', 'space')])
33.1507 	DATA 	Keypress: space
33.1555 	DATA 	Keypress: space
33.1612 	DATA 	Keypress: space
33.1648 	DATA 	Keypress: return
33.1680 	DATA 	Keypress: return
33.1710 	DATA 	Keypress: return
33.1742 	DATA 	Keypress: return
33.1777 	DATA 	Keypress: return
33.1790 	DATA 	Keypress: lshift
33.1802 	DATA 	Keypress: lshift
33.2328 	EXP 	text_2: autoDraw = False
33.2328 	EXP 	cueImage: image = 'images/WinBig.BMP'
33.2328 	EXP 	cueImage: autoDraw = False
33.2328 	EXP 	fixation: autoDraw = True
39.4313 	DATA 	Keypress: space
39.4938 	EXP 	fixation: autoDraw = False
39.4938 	EXP 	fixation: autoDraw = False
39.4938 	EXP 	Target: image = 'images/WinProbe.BMP'
39.4938 	EXP 	Target: autoDraw = True
39.4938 	EXP 	Target: autoDraw = False
39.4938 	EXP 	Target: autoDraw = False
39.4938 	EXP 	feedbackMsg: text = 'No win or loss'
39.4938 	EXP 	feedbackMsg: autoDraw = True
41.1089 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'images/WinSmall.BMP'), ('probe', 'images/WinProbe.BMP'), ('feedbackText', 'You won $0.20'), ('condition', 'Win'), ('corrResp', 'space')])
43.3241 	EXP 	feedbackMsg: autoDraw = False
43.3241 	EXP 	feedbackMsg: autoDraw = False
43.3241 	EXP 	cueImage: image = 'images/WinSmall.BMP'
43.3241 	EXP 	cueImage: autoDraw = False
43.3241 	EXP 	fixation: autoDraw = True
