TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,trial_order
2,0,[],,0006,practice
1,1,0.2570693950037821,,0006,practice
5,1,0.28021070600516396,,0006,practice
4,0,[],,0006,practice
3,0,[],,0006,practice
