Condition,FixationDur,textPrompt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedbackMsg.started,feedbackMsg.stopped,probeResp.rt,AdjRTmsg,polygon.started,polygon.stopped,text.started,text.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallReward,2000,win $0.20,0,0,0,0,10.518348949997744,None,13.551654112998222,None,17.269220933994802,None,TimeVersion_practice.csv,19.26831595999829,None,2000,21.269867723996867,None,None,21.269867723996867,None,1.65,[],1,23.302416367994738,None,None,0,23.302416367994738,None,You did not win $0.20!,0,2,1,0.35,0.0,nan,[0],0,0,3,23.61887020499853,None,,,,,,,0004,Practice,1,2019_Aug_19_1435,MID,3.1.5,59.85617805330441,
LgReward,2000,win $5.00,0,1,1,1,,,,,,,,25.26867573799973,None,2000,27.286356481999974,None,None,27.286356481999974,None,1.65,[0.2604112080007326],2,29.302739348000614,None,1,1,29.302739348000614,None,You won $5.00!,5,1,2,0.35,50.0,0.2604112080007326,"[0, 1]",0,0,3,29.619094415997097,None,0.2604112080007326,,,,,,0004,Practice,1,2019_Aug_19_1435,MID,3.1.5,59.85617805330441,
SmallPun,2000,lose $0.20,0,2,2,2,,,,,,,,31.25201111199567,None,2000,33.27227034099633,None,None,33.27227034099633,None,1.65,[0.2604112080007326],3,35.28523154199502,None,None,0,35.28523154199502,None,You lost $0.20!,4.8,5,3,0.38999999999999996,33.33333333333333,0.2604112080007326,[],33.33333333333333,3,3,35.602847830996325,None,,Adjusting RT...,,,,,0004,Practice,1,2019_Aug_19_1435,MID,3.1.5,59.85617805330441,
LgPun,2000,lose $5.00,0,3,3,3,,,,,,,,37.25277428299887,None,2000,39.272865717997774,None,None,39.272865717997774,None,1.61,"[0.2604112080007326, 0.24811802100157365]",4,41.286539067994454,None,1,1,41.286539067994454,None,You did not lose $5.00!,4.8,4,4,0.38999999999999996,50.0,0.2542646145011531,[1],33.33333333333333,3,3,41.63560843400046,None,0.24811802100157365,,,,,,0004,Practice,1,2019_Aug_19_1435,MID,3.1.5,59.85617805330441,
Triangle,2000,not win or lose money,0,4,4,4,,,,,,,,43.23627811399638,None,2000,45.25752010299766,None,None,45.25752010299766,None,1.61,"[0.2604112080007326, 0.24811802100157365]",5,47.26948479699786,None,None,0,47.26948479699786,None,You did not win or lose anything!,4.8,3,4,0.38999999999999996,40.0,0.2542646145011531,[1],33.33333333333333,3,3,47.62338992099831,None,,,,,,,0004,Practice,1,2019_Aug_19_1435,MID,3.1.5,59.85617805330441,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0004,Practice,1,2019_Aug_19_1435,MID,3.1.5,59.85617805330441,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.22010026699718,None,54.22032314199896,None,,,,,,,,
