trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
,,,,,1.5,TimeVersion7.csv,17.403166863005026,None,1.5,19.38817270900472,None,None,19.38817270900472,None,1.6300000000000001,1,20.92049860500265,None,1,1,0.21456850800313987,20.92049860500265,None,You won $5.00!,5,,,,,,,,
