trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitterTarget,jitter,fixationResp.keys,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,0.407,2.73,None,1.593,space,1,0.270159279985819,,,,,,,,
