cue,probe,feedbackText,condition,corrResp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,jitterTarget,ready.keys,ready.rt,scanTriggerKey.keys,scanTriggerKey.rt,jitter,fixationResp.keys,fixationResp.rt,feedbackDur,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0.168,space,1.3753004199825227,,,,,,,,,,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
,,,,,,,,,,,,space,0.9071806430001743,,,,,,,,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/WinSmall.BMP,images/WinProbe.BMP,You won $0.20,Win,space,0,0,0,4,0.338,,,,,2.763,space,1.9400728160399012,1.662,None,0,,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/LoseBig.BMP,images/LoseProbe.BMP,You lost $5.00,Lose,None,0,1,1,0,0.227,,,,,3.93,None,,1.773,None,1,,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/LoseSmall.BMP,images/LoseProbe.BMP,You lost $0.20,Lose,None,0,2,2,1,0.444,,,,,2.682,None,,1.556,space,0,0.23760046699317172,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/Neutral.BMP,images/NeutralProbe.BMP,No win or loss,Neu,space,0,3,3,2,0.223,,,,,2.437,None,,1.777,None,0,,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/WinBig.BMP,images/WinProbe.BMP,You won $5.00,Win,space,0,4,4,3,0.164,,,,,1.829,None,,1.836,None,0,,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/WinBig.BMP,images/WinProbe.BMP,You won $5.00,Win,space,1,0,5,3,0.416,,,,,3.17,None,,1.584,space,1,0.23809673899086192,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
images/LoseSmall.BMP,images/LoseProbe.BMP,You lost $0.20,Lose,None,1,1,6,1,0.411,,,,,1.996,None,,1.589,space,0,0.23854103503981605,,001,2019_Apr_12_1158,MID,3.0.7,59.81265086776786,
