runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,practice,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,8.190269851002085,None,10.874557372000709,None,12.290161359000194,None,,,,,,,,
