run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,jitter,fixationResp.keys,jitterTarget,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,2.507,None,0.192,,,,,,,,,
