run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,FixationDur,fixationResp.keys,jitterTarget,feedbackDur,rt_list,Trial counter,probeResp.keys,probeResp.corr,probeResp.rt,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,participant,session,practiceRT,trial Order,date,expName,psychopyVersion,frameRate,
,,,,,,,,,2.0,2.0,None,0.158,1.5,[0.41341464900142455],1,space,1,0.41341464900142455,You did not lose $0.20!,0,5,1,0.5,100.0,0.41341464900142455,[1],0,0,3,,,,,,,,,
