preinstruc_text.started,preinstruc_text.stopped,instructFig.started,instructFig.stopped,PrepFixation.started,PrepFixation.stopped,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
9.290195635003329,None,12.32279867500256,None,14.426796373001707,None,,,,,,,,
