runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,trial_order,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,14.998837769999227,None,16.782034732001193,None,19.0984754279998,None,,,,,,,,
