runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,rt_list,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,,,,,,4.0,7.438046748000488,None,8.008113531999697,None,8.45807866499672,None,TimeVersion2.csv,10.461045786003524,None,4.0,12.475725780001085,None,None,12.475725780001085,None,1.65,[0.22289259999524802],1,16.495706950001477,None,1,1,0.22289259999524802,16.495706950001477,None,You won $0.20!,0.2,,,,,,,,
