TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,trial_order
2,1,0.24934103300620336,,0004,practice
1,1,0.2582928060000995,,0004,practice
5,1,0.2695012960029999,,0004,practice
4,0,[],,0004,practice
3,0,[],,0004,practice
1,0,[],,0004,practice
5,0,[],,0004,practice
2,1,0.04133768300380325,,0004,practice
3,0,[],,0004,practice
1,0,[],,0004,practice
4,0,[],,0004,practice
