runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,instructFig.started,instructFig.stopped,text_2.started,text_2.stopped,PrepFixation.started,PrepFixation.stopped,participant,prac_or_scan,practiceRT,date,expName,psychopyVersion,frameRate,
,,,,171.2597997549965,None,None,None,173.32043949399667,None,,,,,,,,
