text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.161768689999008,6.121685971998886,space,70.43119129099978,5.161768689999008,None,1,001,2019_Aug_12_1403,rest,3.1.5,59.6462376873469,
