text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.802778383000259,None,space,5.8844243679996,8.802778383000259,None,1,001,2019_Aug_12_1405,rest,3.1.5,60.095193189444736,
